Exited,Scaled Score,France,Spain,Male,Scaled Age,Scaled Tenure,Scaled Balance,NumOfProducts,Balance to Salary ratio,Product to tenure ratio,Age Tenure,Engagement Score,Scaled Salary ,IsActiveMember,Female,Germany,Age,Tenure,HasCrCard,Balance,EstimatedSalary,Year,Credit Score
0,0.75,0,1,1,-0.09,0.34,-1.23,2,0%,0.33,0.16,33%,-0.1,1,0,0,38,6,1,? 0.00,"? 94,415.60",2025,723
0,-1.68,1,0,0,-0.28,-1.73,-1.23,2,0%,2,0,0%,0.64,0,1,0,36,0,1,? 0.00,"? 1,36,675.22",2025,488
0,0.56,0,1,0,0.67,0,0.21,1,64%,0.2,0.11,20%,0.68,1,1,0,46,5,0,"? 89,364.91","? 1,39,162.15",2025,705
0,0.88,1,0,1,1.44,0.69,0.56,2,132%,0.29,0.13,29%,-0.26,1,0,0,54,7,0,"? 1,11,729.47","? 84,920.49",2025,736
0,1.98,1,0,1,-0.95,1.03,-1.23,2,0%,0.25,0.28,25%,0.41,1,0,0,29,8,1,? 0.00,"? 1,23,437.05",2025,842
0,-0.47,0,0,0,-0.76,-1.39,0.67,1,64%,1,0.03,100%,1.45,1,1,1,31,1,1,"? 1,17,992.59","? 1,83,598.77",2025,605
0,-1.04,1,0,1,-0.76,0,1.05,2,116%,0.4,0.16,40%,0.38,1,0,0,31,5,1,"? 1,42,200.19","? 1,22,221.71",2025,550
0,-1.2,1,0,1,-0.85,0.34,0.44,1,83%,0.17,0.2,17%,0.45,1,0,0,30,6,1,"? 1,03,804.97","? 1,25,710.53",2025,535
0,-1.16,1,0,0,-0.66,-1.04,-1.23,1,0%,0.5,0.06,50%,-0.35,1,1,0,32,2,1,? 0.00,"? 80,130.54",2025,538
0,-1.29,1,0,1,-0.28,-1.39,-1.23,1,0%,1,0.03,0%,1.05,0,0,0,36,1,1,? 0.00,"? 1,60,696.72",2025,526
0,-1.01,1,0,1,-0.66,0.69,-0.2,1,59%,0.14,0.22,14%,0.16,1,0,0,32,7,0,"? 64,082.09","? 1,09,159.58",2025,553
0,0.09,1,0,1,-0.28,0.34,0.76,2,128%,0.33,0.17,0%,-0.06,0,0,0,36,6,1,"? 1,23,841.49","? 96,833.00",2025,659
0,-0.39,1,0,1,0.1,-0.35,-1.23,1,0%,0.25,0.1,0%,0.89,0,0,0,40,4,0,? 0.00,"? 1,51,325.24",2025,613
0,1.75,1,0,1,-0.56,-1.04,0.89,2,573%,1,0.06,0%,-1.34,0,0,0,33,2,1,"? 1,32,150.26","? 23,067.97",2025,820
0,0.18,0,0,0,-0.18,0.34,1.46,1,145%,0.17,0.16,0%,0.27,0,1,1,37,6,1,"? 1,67,864.40","? 1,15,638.29",2025,668
0,0.51,1,0,0,-1.23,-1.04,-1.23,2,0%,1,0.08,0%,-0.87,0,1,0,26,2,0,? 0.00,"? 50,051.42",2025,700
0,-0.49,1,0,1,0.48,1.38,-1.23,1,0%,0.11,0.2,0%,0.66,0,0,0,44,9,1,? 0.00,"? 1,38,328.24",2025,603
0,-0.37,0,0,1,0.39,-0.7,0.17,1,58%,0.33,0.07,33%,0.87,1,0,1,43,3,1,"? 86,920.86","? 1,50,048.37",2025,615
0,1.52,1,0,0,0.67,1.03,-1.23,1,0%,0.13,0.17,0%,1.09,0,1,0,46,8,0,? 0.00,"? 1,62,668.33",2025,797
0,-2.05,1,0,0,-0.37,1.03,-1.23,2,0%,0.25,0.23,25%,0.86,1,1,0,35,8,1,? 0.00,"? 1,49,614.81",2025,452
0,0.69,1,0,0,-1.61,0,0.58,1,121%,0.2,0.23,20%,-0.12,1,1,0,22,5,1,"? 1,12,465.06","? 92,977.75",2025,717
0,-1.07,1,0,0,-0.09,0,1.46,1,105%,0.2,0.13,20%,1.03,1,1,0,38,5,0,"? 1,67,539.97","? 1,59,207.34",2025,547
0,0.06,1,0,0,3.44,-0.7,-1.23,2,0%,0.67,0.04,67%,-1.72,1,1,0,75,3,1,? 0.00,"? 1,276.87",2025,656
0,2.06,1,0,0,-0.47,1.38,0.26,2,95%,0.22,0.26,0%,-0.05,0,1,0,34,9,1,"? 92,899.27","? 97,465.89",2025,850
0,-0.18,0,1,1,-0.66,0,1.39,2,219%,0.4,0.16,40%,-0.45,1,0,0,32,5,1,"? 1,63,340.12","? 74,415.20",2025,633
0,-0.45,0,0,0,-0.18,-0.35,0.95,1,75%,0.25,0.11,0%,1.41,0,1,1,37,4,0,"? 1,35,927.06","? 1,80,890.40",2025,607
0,-0.3,1,0,0,-0.66,0.34,1.48,2,167%,0.33,0.19,0%,0.02,0,1,0,32,6,1,"? 1,69,089.38","? 1,01,057.95",2025,622
0,0.56,1,0,1,-0.66,0.69,-1.23,2,0%,0.29,0.22,0%,-1.6,0,0,0,32,7,1,? 0.00,"? 7,921.57",2025,705
0,-0.05,0,0,1,-1.42,-1.73,0.26,1,489%,1,0,100%,-1.41,1,0,1,24,0,1,"? 92,398.08","? 18,897.29",2025,646
0,0.7,1,0,0,0.48,-1.39,0.92,1,96%,1,0.02,100%,0.68,1,1,0,44,1,0,"? 1,33,866.22","? 1,39,049.24",2025,718
0,1,1,0,1,-0.95,0.69,-1.23,2,0%,0.29,0.24,29%,0.72,1,0,0,29,7,1,? 0.00,"? 1,41,706.43",2025,747
0,-0.77,1,0,1,-0.28,0.34,-1.23,2,0%,0.33,0.17,33%,-0.9,1,0,0,36,6,1,? 0.00,"? 48,314.00",2025,576
0,0.44,1,0,1,-0.09,0.69,1.95,2,1389%,0.29,0.18,29%,-1.49,1,0,0,38,7,1,"? 1,98,338.77","? 14,278.18",2025,693
0,0.33,1,0,1,1.06,0.34,0.73,2,98%,0.33,0.12,33%,0.42,1,0,0,50,6,0,"? 1,21,818.84","? 1,24,151.37",2025,682
0,1.7,1,0,1,-1.42,0.69,1.53,1,97%,0.14,0.29,14%,1.36,1,0,0,24,7,0,"? 1,71,922.72","? 1,78,028.96",2025,815
0,1.16,1,0,1,2.68,-1.39,1.17,2,141%,2,0.01,200%,0.11,1,0,0,67,1,0,"? 1,49,436.73","? 1,06,282.74",2025,763
0,1.53,0,0,0,0.01,0.34,0.69,1,73%,0.17,0.15,17%,1.12,1,1,1,39,6,1,"? 1,19,787.76","? 1,64,248.33",2025,798
0,-0.22,0,1,1,-0.47,1.03,-1.23,2,0%,0.25,0.24,25%,1.4,1,0,0,34,8,1,? 0.00,"? 1,80,595.02",2025,629
0,-1.63,1,0,0,-0.28,0,1.16,2,265%,0.4,0.14,0%,-0.77,0,1,0,36,5,1,"? 1,48,667.81","? 56,092.51",2025,493
0,-0.08,0,0,1,-0.56,0.69,0.35,2,245%,0.29,0.21,29%,-1.04,1,0,1,33,7,1,"? 98,630.31","? 40,250.82",2025,643
0,0.12,1,0,0,-0.09,-1.04,0.32,1,80%,0.5,0.05,0%,0.35,0,1,0,38,2,1,"? 96,479.81","? 1,20,259.41",2025,662
0,0.67,1,0,1,-1.04,0.69,1.34,1,81%,0.14,0.25,0%,1.68,0,0,0,28,7,0,"? 1,60,376.61","? 1,96,853.11",2025,715
0,-0.02,1,0,1,0.2,-1.73,-1.23,2,0%,2,0,200%,0.53,1,0,0,41,0,0,? 0.00,"? 1,30,567.02",2025,649
0,-1.27,1,0,0,-0.66,-0.35,0.15,2,55%,0.5,0.13,0%,0.98,0,1,0,32,4,1,"? 85,615.66","? 1,56,192.43",2025,528
0,0.71,0,1,1,1.06,-1.04,-1.23,2,0%,1,0.04,0%,-1.55,0,0,0,50,2,0,? 0.00,"? 10,772.13",2025,719
0,0.42,1,0,1,1.06,0.34,0.97,1,5063%,0.17,0.12,17%,-1.69,1,0,0,50,6,1,"? 1,36,953.47","? 2,704.98",2025,691
0,-0.58,1,0,0,-0.76,-1.73,0.05,1,101%,1,0,0%,-0.38,0,1,0,31,0,1,"? 79,340.95","? 78,255.86",2025,594
0,0.16,1,0,0,2.58,0.69,-1.23,2,0%,0.29,0.11,29%,-0.01,1,1,0,66,7,1,? 0.00,"? 99,792.82",2025,666
0,1.59,0,1,0,-0.09,-0.7,0.76,1,166%,0.33,0.08,0%,-0.44,0,1,0,38,3,1,"? 1,24,197.22","? 74,692.06",2025,804
0,-0.73,0,1,0,2.49,-1.39,-1.23,2,0%,2,0.02,200%,0.05,1,1,0,65,1,0,? 0.00,"? 1,03,182.46",2025,580
0,-1.14,1,0,0,0.1,-0.7,1.42,1,83%,0.33,0.08,33%,1.73,1,1,0,40,3,0,"? 1,65,298.12","? 1,99,862.75",2025,540
0,0.5,0,1,0,-1.33,1.03,-1.23,2,0%,0.25,0.32,25%,-0.83,1,1,0,25,8,1,? 0.00,"? 52,404.47",2025,699
0,-0.1,0,0,1,0.29,-0.7,0.73,2,73%,0.67,0.07,67%,1.16,1,0,1,42,3,1,"? 1,21,765.37","? 1,66,516.84",2025,641
0,0.71,0,1,1,-0.09,-1.73,-1.23,1,0%,1,0,0%,0.47,0,0,0,38,0,1,? 0.00,"? 1,26,876.47",2025,719
0,0.88,0,1,0,-1.23,-0.35,0.95,1,82%,0.25,0.15,25%,1.14,1,1,0,26,4,1,"? 1,35,889.13","? 1,65,692.03",2025,736
0,-1.67,1,0,1,-0.09,1.03,-1.23,2,0%,0.25,0.21,25%,1.69,1,0,0,38,8,0,? 0.00,"? 1,96,990.79",2025,489
0,0.21,1,0,1,-1.14,0,-1.23,2,0%,0.4,0.19,0%,0.36,0,0,0,27,5,0,? 0.00,"? 1,20,893.07",2025,671
0,0.53,1,0,1,0.58,1.38,-0.02,1,44%,0.11,0.2,11%,1.23,1,0,0,45,9,1,"? 74,989.58","? 1,71,014.69",2025,702
0,0.05,0,1,1,-0.18,1.03,1.4,2,215%,0.25,0.22,0%,-0.41,0,0,0,37,8,0,"? 1,63,708.58","? 76,259.23",2025,655
0,-1.12,1,0,0,-1.33,0.69,-1.23,2,0%,0.29,0.28,29%,-0.31,1,1,0,25,7,0,? 0.00,"? 82,393.08",2025,542
0,-1.46,1,0,1,-0.85,0.34,-1.23,2,0%,0.33,0.2,0%,1.4,0,0,0,30,6,1,? 0.00,"? 1,80,598.86",2025,509
0,-0.01,0,1,1,-1.42,1.03,0.52,1,104%,0.13,0.33,0%,0.08,0,0,0,24,8,1,"? 1,08,881.73","? 1,04,492.83",2025,650
0,0.02,1,0,0,0.1,-0.35,0.06,2,238%,0.5,0.1,50%,-1.16,1,1,0,40,4,1,"? 79,927.36","? 33,524.60",2025,652
0,-0.61,1,0,1,-1.04,-1.04,0.64,1,81%,0.5,0.07,0%,0.77,0,0,0,28,2,1,"? 1,16,498.22","? 1,44,290.25",2025,592
0,-0.56,1,0,1,0.77,0.34,-1.23,1,0%,0.17,0.13,0%,-0.44,0,0,0,47,6,1,? 0.00,"? 74,835.65",2025,596
0,0.63,1,0,0,0.01,-0.7,1.22,1,169%,0.33,0.08,0%,-0.17,0,1,0,39,3,1,"? 1,52,462.79","? 90,305.97",2025,711
0,-1.33,1,0,1,0.2,0,1.08,1,975%,0.2,0.12,20%,-1.48,1,0,0,41,5,1,"? 1,44,147.68","? 14,789.90",2025,522
0,0.29,1,0,0,-0.56,0.34,-1.23,2,0%,0.33,0.18,33%,-0.04,1,1,0,33,6,1,? 0.00,"? 98,015.85",2025,679
0,-0.62,0,1,1,-0.76,1.03,-1.23,1,0%,0.13,0.26,13%,0.72,1,0,0,31,8,1,? 0.00,"? 1,41,677.33",2025,591
0,-0.2,1,0,1,1.15,1.03,0.39,1,59%,0.13,0.16,0%,1.24,0,0,0,51,8,1,"? 1,00,654.80","? 1,71,587.90",2025,631
0,1.04,1,0,0,-0.18,1.38,1.72,2,369%,0.22,0.24,0%,-0.88,0,1,0,37,9,0,"? 1,83,613.66","? 49,734.94",2025,751
0,-0.74,0,1,1,-0.56,-1.39,-1.23,2,0%,2,0.03,200%,-0.79,1,0,0,33,1,1,? 0.00,"? 54,816.57",2025,579
0,1.48,1,0,1,1.63,1.38,0.33,1,135%,0.11,0.16,11%,-0.49,1,0,0,56,9,1,"? 96,951.21","? 71,776.76",2025,794
0,1.54,1,0,0,-1.61,1.03,1.57,2,90%,0.25,0.36,25%,1.61,1,1,0,22,8,0,"? 1,74,185.98","? 1,92,633.85",2025,799
0,-0.28,1,0,0,-1.42,0.69,1.15,2,135%,0.29,0.29,29%,0.16,1,1,0,24,7,1,"? 1,48,167.83","? 1,09,470.34",2025,623
0,0.81,0,0,1,-0.28,1.03,1.22,2,86%,0.25,0.22,0%,1.34,0,0,1,36,8,1,"? 1,52,899.24","? 1,77,130.33",2025,729
0,-1.14,0,0,0,-0.37,0.69,0.83,2,65%,0.29,0.2,0%,1.71,0,1,1,35,7,1,"? 1,28,369.75","? 1,98,256.15",2025,540
0,0.56,0,0,0,-0.76,1.38,0.55,2,68%,0.22,0.29,0%,1.1,0,1,1,31,9,1,"? 1,10,941.93","? 1,63,484.80",2025,705
0,0.66,1,0,1,-0.37,-0.7,-1.23,2,0%,0.67,0.09,67%,-0.08,1,0,0,35,3,1,? 0.00,"? 95,623.28",2025,714
0,1.6,1,0,0,-0.76,-0.35,-1.23,2,0%,0.5,0.13,0%,-1.66,0,1,0,31,4,1,? 0.00,"? 4,798.12",2025,805
0,0.71,1,0,1,-0.66,1.38,1.12,1,190%,0.11,0.28,11%,-0.4,1,0,0,32,9,1,"? 1,46,605.27","? 77,119.45",2025,719
0,-0.44,0,0,1,-0.47,-0.7,0.48,1,290%,0.33,0.09,33%,-1.1,1,0,1,34,3,1,"? 1,06,288.54","? 36,639.25",2025,608
0,0.4,0,1,1,3.25,-1.39,0.51,1,65%,1,0.01,100%,1.18,1,0,0,73,1,0,"? 1,08,555.07","? 1,67,969.15",2025,689
0,1.39,0,0,0,-0.28,-1.04,0.37,1,270%,0.5,0.06,50%,-1.1,1,1,1,36,2,0,"? 99,806.85","? 36,976.52",2025,785
0,0.09,1,0,1,-0.37,0.34,-1.23,2,0%,0.33,0.17,33%,-0.72,1,0,0,35,6,1,? 0.00,"? 58,879.11",2025,659
0,-1.42,1,0,1,0.1,-0.7,1.03,1,134%,0.33,0.08,0%,0.09,0,0,0,40,3,1,"? 1,41,004.46","? 1,05,028.46",2025,513
0,-0.39,1,0,1,0.2,0.69,-1.23,2,0%,0.29,0.17,0%,-0.69,0,0,0,41,7,1,? 0.00,"? 60,297.72",2025,613
0,-1.49,1,0,0,-0.95,-0.35,0.21,2,49%,0.5,0.14,0%,1.4,0,1,0,29,4,0,"? 89,349.47","? 1,80,626.68",2025,507
0,0.56,1,0,1,-1.33,-1.73,0.34,1,163%,1,0,100%,-0.7,1,0,0,25,0,0,"? 97,544.29","? 59,887.15",2025,705
0,-0.28,1,0,1,-1.52,-1.39,0.47,2,55%,2,0.04,200%,1.59,1,0,0,23,1,0,"? 1,06,012.20","? 1,91,415.94",2025,623
0,0.34,0,0,0,0.01,-1.04,-0.46,2,55%,1,0.05,100%,-0.24,1,1,1,39,2,1,"? 47,685.47","? 86,019.48",2025,683
0,-0.24,0,1,1,0.1,1.72,-1.23,2,0%,0.2,0.25,20%,1.65,1,0,0,40,10,1,? 0.00,"? 1,94,792.42",2025,627
0,-0.81,0,1,1,-1.52,-1.04,0.81,1,189%,0.5,0.09,50%,-0.57,1,0,0,23,2,0,"? 1,26,873.52","? 67,040.12",2025,572
0,-0.78,0,1,1,-1.04,0.69,-1.23,1,0%,0.14,0.25,14%,-1.55,1,0,0,28,7,1,? 0.00,"? 10,666.05",2025,575
0,0.38,0,0,1,-1.23,-1.04,1.06,1,93%,0.5,0.08,50%,0.93,1,0,1,26,2,1,"? 1,42,721.52","? 1,53,605.75",2025,687
0,-1.25,0,1,1,0.48,0.34,-1.23,2,0%,0.33,0.14,0%,-0.77,0,0,0,44,6,0,? 0.00,"? 55,893.37",2025,530
0,0.85,0,1,0,-0.76,1.38,0.41,1,89%,0.11,0.29,11%,0.27,1,1,0,31,9,1,"? 1,02,289.85","? 1,15,441.66",2025,733
0,0.27,0,0,0,0.2,1.03,1.13,2,3497%,0.25,0.2,25%,-1.67,1,1,1,41,8,1,"? 1,46,720.98","? 4,195.84",2025,677
0,-1.25,0,1,0,-1.61,0.69,-1.23,2,0%,0.29,0.32,0%,0.07,0,1,0,22,7,1,? 0.00,"? 1,04,170.48",2025,530
0,-0.2,0,1,1,0.67,1.38,1.35,1,172%,0.11,0.2,11%,-0.11,1,0,0,46,9,0,"? 1,60,736.63","? 93,503.02",2025,631
0,-1.67,0,1,1,1.82,-0.35,-1.23,2,0%,0.5,0.07,50%,1.59,1,0,0,58,4,1,? 0.00,"? 1,91,419.32",2025,489
0,-1.05,0,0,1,0.58,0.34,0.77,1,85%,0.17,0.13,17%,0.8,1,0,1,45,6,1,"? 1,24,240.93","? 1,46,372.51",2025,549
0,-2.43,1,0,1,-0.66,-1.73,-1.23,2,0%,2,0,200%,-1.73,1,0,0,32,0,0,? 0.00,? 878.87,2025,416
0,0.46,1,0,1,0.67,0.69,-0.43,1,37%,0.14,0.15,0%,0.57,0,0,0,46,7,1,"? 49,512.55","? 1,33,007.34",2025,695
0,0.39,0,1,0,-1.42,-0.7,-1.23,2,0%,0.67,0.13,67%,0.04,1,1,0,24,3,1,? 0.00,"? 1,02,195.16",2025,688
0,-0.65,1,0,0,-1.14,1.03,-1.23,1,0%,0.13,0.3,0%,-1.39,0,1,0,27,8,1,? 0.00,"? 20,066.38",2025,588
0,0.6,1,0,0,-0.85,0,-1.23,2,0%,0.4,0.17,40%,1.07,1,1,0,30,5,0,? 0.00,"? 1,61,388.22",2025,709
0,0.27,1,0,1,0.67,-1.04,-0.31,1,36%,0.5,0.04,50%,1.02,1,0,0,46,2,1,"? 57,037.74","? 1,58,531.01",2025,677
0,-0.52,1,0,1,0.1,-1.39,1.04,1,208%,1,0.03,100%,-0.56,1,0,0,40,1,1,"? 1,41,136.79","? 67,803.83",2025,600
0,-1.75,1,0,0,-0.47,0,-1.23,2,0%,0.4,0.15,40%,0.44,1,1,0,34,5,1,? 0.00,"? 1,25,253.46",2025,481
0,0.52,1,0,1,0.2,1.72,-1.23,2,0%,0.2,0.24,20%,0.8,1,0,0,41,10,1,? 0.00,"? 1,46,257.77",2025,701
0,-0.67,0,0,1,-0.47,1.38,-0.03,1,494%,0.11,0.26,0%,-1.48,0,0,1,34,9,1,"? 74,309.81","? 15,034.93",2025,586
0,-1.1,1,0,1,-0.85,-0.35,-0.05,1,58%,0.25,0.13,25%,0.46,1,0,0,30,4,0,"? 73,218.89","? 1,26,796.69",2025,544
0,0.38,0,0,1,0.2,1.72,0.93,2,68%,0.2,0.24,20%,1.7,1,0,1,41,10,1,"? 1,34,318.21","? 1,98,064.52",2025,687
0,-2.23,0,0,1,-0.66,-1.04,-0.31,2,965%,1,0.06,100%,-1.64,1,0,1,32,2,1,"? 57,017.06","? 5,907.11",2025,435
0,0,1,0,0,0.2,-0.35,-0.61,1,37%,0.25,0.1,25%,0.08,1,1,0,41,4,1,"? 38,617.20","? 1,04,876.80",2025,651
0,-0.36,0,1,0,0.48,0.69,1.87,2,141%,0.29,0.16,29%,0.65,1,1,0,44,7,1,"? 1,93,213.02","? 1,37,392.77",2025,616
0,0.48,1,0,0,0.01,0.34,1.2,1,337%,0.17,0.15,17%,-0.96,1,1,0,39,6,1,"? 1,51,553.19","? 44,946.29",2025,697
0,-1.06,0,0,1,-0.66,0,1.58,1,113%,0.2,0.16,20%,0.96,1,0,1,32,5,1,"? 1,75,214.71","? 1,55,165.61",2025,548
0,-0.15,0,0,1,-0.85,1.03,1.05,2,129%,0.25,0.27,25%,0.17,1,0,1,30,8,1,"? 1,41,787.31","? 1,09,685.61",2025,636
0,-0.41,1,0,0,-0.18,0.34,-1.23,2,0%,0.33,0.16,0%,0.19,0,1,0,37,6,1,? 0.00,"? 1,10,782.88",2025,611
0,-2.05,0,0,1,-0.56,0.69,1.24,1,137%,0.14,0.21,0%,0.2,0,0,1,33,7,1,"? 1,53,663.27","? 1,11,868.23",2025,452
0,0.2,0,0,0,-0.56,1.38,0.13,2,43%,0.22,0.27,22%,1.7,1,1,1,33,9,0,"? 84,521.48","? 1,98,017.05",2025,670
0,0.05,0,0,0,3.15,0,0.99,2,138%,0.4,0.07,40%,0,1,1,1,72,5,1,"? 1,38,089.97","? 99,920.41",2025,655
0,1.46,0,1,1,-1.33,1.03,1.06,1,109%,0.13,0.32,13%,0.53,1,0,0,25,8,1,"? 1,42,862.21","? 1,30,639.01",2025,792
0,1.47,1,0,1,-0.37,-1.04,-1.23,2,0%,1,0.06,100%,-0.35,1,0,0,35,2,1,? 0.00,"? 79,704.12",2025,793
0,1.53,1,0,1,-0.47,1.38,1.25,1,81%,0.11,0.26,0%,1.59,0,0,0,34,9,1,"? 1,54,495.79","? 1,91,395.88",2025,798
0,0.35,1,0,0,0.2,0.34,0.94,2,111%,0.33,0.15,33%,0.38,1,1,0,41,6,1,"? 1,35,203.81","? 1,21,967.88",2025,684
0,-0.66,1,0,0,-0.28,-1.39,0.94,2,302%,2,0.03,0%,-0.96,0,1,0,36,1,1,"? 1,34,997.49","? 44,688.08",2025,587
0,-0.46,0,1,0,0.67,1.03,-1.23,2,0%,0.25,0.17,25%,1.45,1,1,0,46,8,1,? 0.00,"? 1,83,717.94",2025,606
0,0.02,0,1,0,3.44,1.72,-1.23,2,0%,0.2,0.13,20%,0.25,1,1,0,75,10,1,? 0.00,"? 1,14,675.75",2025,652
0,-0.69,0,1,0,-0.09,-0.7,-1.23,2,0%,0.67,0.08,67%,-1.66,1,1,0,38,3,1,? 0.00,"? 4,525.40",2025,584
0,-1.34,1,0,1,-0.85,-1.04,0.49,1,167%,0.5,0.07,0%,-0.62,0,0,0,30,2,1,"? 1,07,316.09","? 64,299.82",2025,521
0,-0.25,0,0,0,-1.52,0.34,0.15,1,78%,0.17,0.26,0%,0.17,0,1,1,23,6,1,"? 85,897.95","? 1,09,742.80",2025,626
0,0.09,1,0,1,-0.76,-0.35,0.67,1,73%,0.25,0.13,0%,1.07,0,0,0,31,4,0,"? 1,18,342.26","? 1,61,574.19",2025,659
0,-0.24,1,0,0,-1.14,-1.04,-1.23,2,0%,1,0.07,0%,0.44,0,1,0,27,2,1,? 0.00,"? 1,25,451.01",2025,627
0,0.65,1,0,1,0.2,-0.7,-1.23,2,0%,0.67,0.07,0%,-0.77,0,0,0,41,3,1,? 0.00,"? 55,772.04",2025,713
0,-0.12,1,0,0,-0.37,1.03,-1.23,1,0%,0.13,0.23,0%,1.12,0,1,0,35,8,0,? 0.00,"? 1,64,453.98",2025,639
0,-1.7,0,1,1,-1.42,-1.39,-1.23,1,0%,1,0.04,0%,-0.02,0,0,0,24,1,1,? 0.00,"? 98,802.76",2025,486
0,-1.76,0,1,1,0.01,0,0.72,1,148%,0.2,0.13,20%,-0.31,1,0,0,39,5,1,"? 1,21,626.90","? 82,438.13",2025,480
0,-0.62,0,0,0,0.48,1.72,0.59,1,5721%,0.1,0.23,0%,-1.71,0,1,1,44,10,1,"? 1,13,581.98","? 1,985.41",2025,591
0,1.1,0,0,0,-0.47,-1.39,0.85,2,288%,2,0.03,0%,-0.96,0,1,1,34,1,0,"? 1,29,398.01","? 44,965.44",2025,757
0,-0.2,1,0,1,-1.23,-1.39,1.16,1,121%,1,0.04,100%,0.41,1,0,0,26,1,0,"? 1,49,144.61","? 1,23,697.95",2025,631
0,-2.44,0,1,1,1.34,0,1.45,1,748%,0.2,0.09,20%,-1.35,1,0,0,53,5,1,"? 1,67,259.44","? 22,357.25",2025,415
0,1.35,0,1,0,-0.95,0.34,0.36,1,88%,0.17,0.21,0%,0.21,0,1,0,29,6,0,"? 98,759.89","? 1,12,202.64",2025,781
0,0.36,1,0,1,1.82,-1.39,0.45,1,68%,1,0.02,100%,0.94,1,0,0,58,1,1,"? 1,04,796.54","? 1,54,181.41",2025,685
0,-2.01,0,1,1,-0.66,1.38,1.14,1,109%,0.11,0.28,11%,0.61,1,0,0,32,9,1,"? 1,47,506.25","? 1,35,399.21",2025,456
0,-1.35,1,0,1,-0.37,1.38,0.46,1,421%,0.11,0.26,11%,-1.3,1,0,0,35,9,1,"? 1,05,387.89","? 25,059.06",2025,520
0,1.21,1,0,0,-0.37,1.38,-1.23,2,0%,0.22,0.26,0%,-1.05,0,1,0,35,9,1,? 0.00,"? 39,511.61",2025,767
0,-0.05,0,0,0,-0.95,-0.35,0.47,1,685%,0.25,0.14,0%,-1.47,0,1,1,29,4,1,"? 1,05,957.44","? 15,470.91",2025,646
0,1.18,1,0,1,-0.47,1.38,0.25,1,66%,0.11,0.26,0%,0.66,0,0,0,34,9,0,"? 91,835.16","? 1,38,280.17",2025,765
0,0.78,0,1,0,-1.14,0.69,0.76,1,157%,0.14,0.26,14%,-0.37,1,1,0,27,7,0,"? 1,23,826.07","? 78,970.58",2025,726
0,0.73,1,0,1,0.29,-0.35,0.42,1,8666%,0.25,0.1,0%,-1.72,0,0,0,42,4,0,"? 1,02,936.72","? 1,187.88",2025,721
0,-0.37,1,0,1,2.39,-1.73,0.08,2,227%,2,0,200%,-1.12,1,0,0,64,0,0,"? 81,564.10","? 35,896.09",2025,615
0,0.02,0,1,1,3.06,-0.35,-1.23,1,0%,0.25,0.06,25%,0.35,1,0,0,71,4,1,? 0.00,"? 1,20,107.10",2025,652
0,-1.08,0,1,1,-1.33,0.69,0.82,2,121%,0.29,0.28,29%,0.09,1,0,0,25,7,1,"? 1,27,728.24","? 1,05,279.74",2025,546
0,-0.19,1,0,0,-1.14,-0.7,0.5,1,171%,0.33,0.11,33%,-0.65,1,1,0,27,3,1,"? 1,07,375.82","? 62,703.38",2025,632
0,-0.51,0,1,0,0.29,-0.35,0.32,1,49%,0.25,0.1,25%,1.72,1,1,0,42,4,1,"? 96,763.89","? 1,99,242.65",2025,601
0,-1.26,1,0,1,0.39,0.34,0.27,2,95%,0.33,0.14,0%,-0.03,0,0,0,43,6,0,"? 93,616.35","? 98,348.66",2025,529
0,-1.34,1,0,0,0.2,-1.04,-1.23,2,0%,1,0.05,100%,0.23,1,1,0,41,2,1,? 0.00,"? 1,13,089.43",2025,521
0,0.73,1,0,1,0.1,-0.7,-1.23,1,0%,0.33,0.08,33%,0.78,1,0,0,40,3,1,? 0.00,"? 1,44,874.67",2025,721
0,-0.41,1,0,1,-0.09,-0.35,-0.09,2,2905%,0.5,0.11,0%,-1.7,0,0,0,38,4,1,"? 71,018.60","? 2,444.29",2025,611
0,0.02,1,0,0,3.34,0,-1.23,2,0%,0.4,0.07,40%,-1.72,1,1,0,74,5,1,? 0.00,? 937.15,2025,652
0,0.19,1,0,1,-0.95,0.69,-1.23,2,0%,0.29,0.24,29%,0.66,1,0,0,29,7,1,? 0.00,"? 1,38,145.62",2025,669
0,0.38,0,1,0,-0.28,0,-1.23,1,0%,0.2,0.14,0%,-1.43,0,1,0,36,5,1,? 0.00,"? 17,696.22",2025,687
0,2.06,0,0,1,0.2,1.03,-0.25,1,191%,0.13,0.2,0%,-1.19,0,0,1,41,8,1,"? 60,880.68","? 31,825.84",2025,850
0,-0.63,0,1,1,-0.18,0.34,1.5,1,132%,0.17,0.16,17%,0.49,1,0,0,37,6,1,"? 1,69,902.92","? 1,28,256.18",2025,590
0,0.76,1,0,0,0.1,0.34,0.54,1,127%,0.17,0.15,17%,-0.23,1,1,0,40,6,1,"? 1,10,054.45","? 86,950.72",2025,724
0,0.77,1,0,0,-1.33,1.38,-1.23,2,0%,0.22,0.36,22%,1.19,1,1,0,25,9,1,? 0.00,"? 1,68,607.74",2025,725
0,0.45,1,0,0,-0.76,1.72,-1.23,2,0%,0.2,0.32,0%,1.06,0,1,0,31,10,1,? 0.00,"? 1,60,990.27",2025,694
